enrollee_id,gender,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,city,city_development_index,relevent_experience,training_hours,target,kfold
31847.0,1.0,0.0,3.0,0.0,21.0,3.0,0.0,5.0,5,0.92,1,87,0.0,3
22262.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,5,0.92,1,9,0.0,2
15417.0,1.0,0.0,2.0,0.0,21.0,3.0,0.0,5.0,99,0.884,0,34,0.0,2
14961.0,1.0,1.0,2.0,0.0,14.0,3.0,0.0,1.0,13,0.926,0,200,0.0,1
1844.0,1.0,0.0,2.0,0.0,6.0,5.0,0.0,1.0,104,0.698,1,100,0.0,4
8287.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,5,0.92,0,53,1.0,1
18773.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,28,0.742,0,220,1.0,1
4558.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,14,0.789,0,15,0.0,0
27072.0,1.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,30,0.897,0,38,1.0,4
18750.0,1.0,0.0,2.0,0.0,12.0,1.0,2.0,5.0,49,0.92,1,119,0.0,2
31214.0,1.0,2.0,2.0,0.0,10.0,3.0,0.0,5.0,90,0.775,1,14,1.0,4
24987.0,1.0,0.0,3.0,0.0,7.0,1.0,2.0,1.0,13,0.926,1,17,0.0,1
22291.0,1.0,0.0,2.0,0.0,21.0,5.0,0.0,1.0,103,0.939,1,15,0.0,0
11329.0,1.0,0.0,2.0,0.0,6.0,4.0,0.0,5.0,5,0.92,1,80,1.0,3
11880.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,68,0.698,0,15,1.0,0
23079.0,1.0,0.0,3.0,0.0,10.0,4.0,0.0,5.0,48,0.91,0,67,0.0,3
27851.0,2.0,0.0,2.0,0.0,16.0,3.0,0.0,5.0,31,0.836,1,130,0.0,3
28980.0,1.0,1.0,2.0,0.0,8.0,4.0,0.0,1.0,5,0.92,0,100,1.0,0
29265.0,1.0,1.0,2.0,0.0,6.0,2.0,0.0,1.0,64,0.624,1,37,0.0,1
4467.0,1.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,64,0.624,1,91,1.0,1
23019.0,1.0,1.0,2.0,0.0,12.0,5.0,0.0,4.0,116,0.698,1,97,1.0,2
4497.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,64,0.624,0,31,1.0,0
26696.0,1.0,0.0,3.0,0.0,6.0,5.0,0.0,5.0,64,0.624,1,23,0.0,4
12787.0,1.0,2.0,1.0,0.0,5.0,2.0,0.0,1.0,95,0.855,1,288,0.0,2
30204.0,2.0,1.0,2.0,0.0,4.0,3.0,0.0,1.0,5,0.92,0,52,1.0,1
26222.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,5,0.92,1,149,0.0,1
12384.0,1.0,0.0,3.0,0.0,21.0,3.0,2.0,5.0,98,0.698,1,33,0.0,3
30281.0,1.0,0.0,2.0,0.0,6.0,6.0,0.0,2.0,5,0.92,1,34,0.0,1
25332.0,1.0,2.0,3.0,0.0,2.0,5.0,0.0,1.0,99,0.884,1,15,0.0,3
28204.0,1.0,1.0,3.0,0.0,21.0,2.0,1.0,5.0,70,0.939,1,76,0.0,0
13750.0,1.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,77,0.7759999999999999,1,26,0.0,3
13226.0,1.0,2.0,2.0,0.0,7.0,3.0,0.0,1.0,44,0.556,1,102,0.0,3
11066.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,13,0.926,1,4,0.0,2
5955.0,2.0,0.0,3.0,0.0,10.0,2.0,0.0,2.0,4,0.804,1,24,0.0,1
21587.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,39,0.555,0,18,1.0,3
29275.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,51,0.903,0,63,1.0,0
17139.0,1.0,2.0,2.0,0.0,14.0,6.0,0.0,1.0,64,0.624,1,148,1.0,4
31886.0,1.0,0.0,2.0,3.0,15.0,3.0,0.0,5.0,5,0.92,0,51,1.0,2
27527.0,1.0,0.0,2.0,0.0,7.0,5.0,1.0,1.0,5,0.92,1,22,0.0,0
9120.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,0.0,64,0.624,0,31,0.0,2
9924.0,0.0,0.0,3.0,0.0,21.0,1.0,0.0,1.0,48,0.91,1,21,0.0,0
23180.0,1.0,0.0,2.0,0.0,12.0,4.0,0.0,3.0,5,0.92,1,224,0.0,4
15545.0,1.0,0.0,3.0,0.0,21.0,5.0,0.0,1.0,48,0.91,1,59,0.0,2
15617.0,1.0,0.0,2.0,3.0,11.0,1.0,0.0,2.0,77,0.7759999999999999,1,50,0.0,3
25539.0,1.0,0.0,2.0,0.0,9.0,6.0,4.0,2.0,5,0.92,1,112,0.0,1
32165.0,1.0,2.0,2.0,0.0,21.0,5.0,0.0,3.0,5,0.92,1,42,0.0,3
11981.0,1.0,0.0,3.0,0.0,5.0,5.0,0.0,1.0,102,0.579,1,79,1.0,1
5445.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,2.0,24,0.527,1,81,1.0,0
28234.0,2.0,0.0,3.0,0.0,21.0,4.0,0.0,5.0,13,0.926,1,27,0.0,2
10599.0,1.0,0.0,2.0,0.0,9.0,5.0,0.0,0.0,94,0.802,1,108,0.0,2
15193.0,1.0,0.0,2.0,0.0,18.0,5.0,1.0,1.0,5,0.92,1,147,1.0,2
2719.0,1.0,0.0,2.0,0.0,11.0,5.0,0.0,1.0,19,0.78,1,178,0.0,3
25061.0,1.0,0.0,3.0,0.0,14.0,1.0,2.0,2.0,30,0.897,1,20,0.0,0
18545.0,1.0,0.0,3.0,5.0,4.0,2.0,4.0,2.0,63,0.7959999999999999,1,7,0.0,1
24896.0,1.0,0.0,2.0,0.0,21.0,4.0,0.0,5.0,5,0.92,1,22,0.0,0
33257.0,1.0,0.0,2.0,0.0,21.0,5.0,0.0,2.0,5,0.92,0,54,0.0,4
4886.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,36,0.727,1,174,0.0,2
16342.0,1.0,1.0,2.0,0.0,5.0,5.0,0.0,1.0,64,0.624,1,104,1.0,3
419.0,1.0,0.0,2.0,0.0,21.0,5.0,0.0,2.0,5,0.92,1,46,0.0,1
6920.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,13,0.926,0,81,0.0,0
9859.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,0.0,102,0.579,1,72,0.0,1
7914.0,1.0,1.0,2.0,0.0,2.0,5.0,5.0,1.0,64,0.624,1,10,1.0,2
29884.0,1.0,0.0,2.0,0.0,15.0,3.0,1.0,5.0,5,0.92,1,65,1.0,1
30059.0,1.0,0.0,3.0,0.0,6.0,4.0,0.0,2.0,64,0.624,1,155,0.0,1
31109.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,108,0.698,0,70,0.0,1
6384.0,1.0,0.0,2.0,4.0,20.0,2.0,0.0,5.0,13,0.926,1,156,0.0,2
15127.0,1.0,0.0,3.0,5.0,20.0,3.0,1.0,2.0,5,0.92,0,30,1.0,3
32146.0,1.0,0.0,3.0,0.0,8.0,3.0,0.0,1.0,48,0.91,0,33,0.0,4
4085.0,1.0,0.0,2.0,0.0,21.0,3.0,0.0,5.0,78,0.8270000000000001,1,9,0.0,0
23351.0,1.0,1.0,3.0,0.0,2.0,5.0,0.0,1.0,64,0.624,1,48,1.0,3
5930.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,2.0,101,0.754,1,102,0.0,3
32709.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,2.0,5,0.92,1,22,0.0,4
8604.0,1.0,2.0,2.0,0.0,14.0,4.0,0.0,5.0,5,0.92,1,43,0.0,3
11309.0,2.0,0.0,2.0,0.0,11.0,2.0,0.0,3.0,5,0.92,1,84,0.0,2
32046.0,1.0,0.0,2.0,0.0,16.0,3.0,1.0,1.0,49,0.92,1,7,0.0,4
13067.0,1.0,1.0,2.0,0.0,5.0,3.0,0.0,2.0,13,0.926,0,7,1.0,4
15333.0,1.0,0.0,2.0,0.0,8.0,5.0,0.0,1.0,14,0.789,1,10,0.0,0
24796.0,1.0,0.0,2.0,0.0,21.0,7.0,0.0,5.0,5,0.92,1,15,0.0,1
27630.0,1.0,2.0,2.0,0.0,9.0,1.0,1.0,3.0,78,0.8270000000000001,0,8,1.0,1
28436.0,1.0,0.0,3.0,0.0,17.0,5.0,1.0,2.0,5,0.92,1,14,0.0,1
5537.0,0.0,0.0,2.0,0.0,19.0,4.0,0.0,4.0,112,0.923,1,30,0.0,4
11030.0,1.0,2.0,2.0,0.0,17.0,4.0,0.0,4.0,112,0.923,1,200,1.0,4
32219.0,1.0,0.0,3.0,0.0,13.0,5.0,0.0,2.0,13,0.926,1,14,0.0,0
4441.0,1.0,0.0,2.0,0.0,21.0,4.0,1.0,2.0,5,0.92,1,44,0.0,0
32383.0,1.0,0.0,3.0,0.0,6.0,5.0,0.0,2.0,30,0.897,1,23,0.0,2
26428.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,64,0.624,1,20,0.0,0
13919.0,1.0,0.0,2.0,0.0,15.0,3.0,1.0,1.0,81,0.725,0,19,0.0,3
15067.0,1.0,1.0,2.0,0.0,6.0,0.0,2.0,2.0,30,0.897,1,12,0.0,4
6788.0,1.0,0.0,2.0,0.0,7.0,4.0,0.0,2.0,95,0.855,1,102,0.0,3
2679.0,1.0,0.0,3.0,0.0,6.0,4.0,0.0,4.0,48,0.91,1,71,0.0,4
886.0,1.0,0.0,2.0,0.0,11.0,1.0,0.0,5.0,30,0.897,1,32,1.0,3
18110.0,1.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,13,0.926,1,6,0.0,3
15878.0,1.0,0.0,2.0,0.0,8.0,5.0,2.0,1.0,48,0.91,1,82,0.0,4
10305.0,1.0,1.0,2.0,0.0,6.0,5.0,1.0,1.0,5,0.92,0,46,1.0,1
32812.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,64,0.624,1,52,1.0,2
6730.0,1.0,0.0,1.0,0.0,8.0,5.0,4.0,1.0,65,0.899,1,34,0.0,0
25385.0,1.0,0.0,3.0,0.0,21.0,4.0,0.0,1.0,5,0.92,1,24,0.0,1
4029.0,1.0,0.0,2.0,0.0,14.0,5.0,0.0,0.0,5,0.92,1,250,0.0,1
23526.0,1.0,0.0,2.0,0.0,6.0,3.0,1.0,2.0,116,0.698,0,136,0.0,0
4297.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,103,0.939,0,40,0.0,3
5180.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,3,0.5579999999999999,1,11,1.0,2
31324.0,2.0,0.0,2.0,0.0,7.0,2.0,0.0,1.0,24,0.527,1,63,0.0,2
13960.0,1.0,0.0,2.0,1.0,4.0,5.0,0.0,1.0,48,0.91,1,59,0.0,2
1926.0,1.0,0.0,3.0,0.0,15.0,5.0,0.0,4.0,21,0.738,0,44,0.0,1
32930.0,1.0,0.0,3.0,0.0,21.0,2.0,0.0,5.0,6,0.924,1,80,0.0,1
16341.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,1.0,64,0.624,0,158,0.0,1
33242.0,1.0,2.0,2.0,0.0,8.0,0.0,2.0,1.0,101,0.754,0,50,0.0,4
18318.0,1.0,0.0,3.0,0.0,21.0,4.0,0.0,5.0,64,0.624,1,11,1.0,4
29084.0,1.0,0.0,2.0,0.0,21.0,1.0,0.0,3.0,5,0.92,1,99,0.0,2
10496.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,94,0.802,1,27,1.0,4
18330.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,64,0.624,1,39,1.0,2
31030.0,1.0,0.0,2.0,0.0,14.0,5.0,1.0,1.0,48,0.91,1,256,0.0,2
14086.0,1.0,0.0,2.0,0.0,16.0,5.0,0.0,1.0,5,0.92,1,58,0.0,3
4094.0,1.0,0.0,3.0,0.0,14.0,5.0,1.0,1.0,5,0.92,1,54,0.0,0
14396.0,1.0,0.0,3.0,0.0,21.0,0.0,0.0,5.0,103,0.939,1,13,0.0,3
16627.0,1.0,0.0,2.0,0.0,21.0,2.0,0.0,5.0,5,0.92,1,13,0.0,1
22827.0,1.0,0.0,4.0,0.0,14.0,6.0,4.0,1.0,13,0.926,0,46,0.0,0
9412.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,48,0.91,0,70,0.0,2
7227.0,1.0,0.0,2.0,5.0,21.0,0.0,0.0,3.0,65,0.899,1,49,0.0,1
19148.0,1.0,0.0,3.0,0.0,8.0,2.0,0.0,1.0,13,0.926,1,41,0.0,2
29130.0,1.0,0.0,2.0,0.0,21.0,5.0,0.0,1.0,5,0.92,1,161,1.0,0
20254.0,2.0,0.0,3.0,0.0,18.0,4.0,0.0,4.0,5,0.92,1,3,0.0,0
24320.0,1.0,1.0,2.0,0.0,6.0,3.0,0.0,3.0,101,0.754,0,8,0.0,4
13258.0,1.0,0.0,2.0,0.0,11.0,0.0,0.0,5.0,104,0.698,1,3,0.0,1
24032.0,1.0,0.0,2.0,0.0,19.0,2.0,0.0,5.0,64,0.624,1,50,1.0,1
10799.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,6,0.924,0,25,0.0,2
13915.0,1.0,0.0,4.0,0.0,21.0,2.0,0.0,2.0,48,0.91,1,20,1.0,0
13668.0,2.0,0.0,3.0,0.0,2.0,5.0,1.0,1.0,30,0.897,1,33,0.0,0
105.0,1.0,0.0,3.0,0.0,13.0,2.0,1.0,3.0,65,0.899,1,59,0.0,2
30943.0,1.0,0.0,2.0,0.0,16.0,5.0,0.0,5.0,48,0.91,1,18,0.0,0
16962.0,1.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,49,0.92,0,53,1.0,1
9389.0,1.0,0.0,2.0,0.0,8.0,4.0,0.0,5.0,5,0.92,1,51,0.0,4
7089.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,94,0.802,0,34,1.0,2
11991.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,4.0,94,0.802,1,141,0.0,4
10006.0,1.0,1.0,2.0,0.0,10.0,3.0,0.0,1.0,5,0.92,0,97,1.0,4
11854.0,1.0,1.0,2.0,3.0,1.0,0.0,5.0,1.0,91,0.913,0,25,0.0,3
7771.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,64,0.624,0,80,0.0,3
10754.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,5,0.92,0,41,0.0,3
29460.0,1.0,0.0,2.0,0.0,20.0,2.0,1.0,1.0,5,0.92,1,55,1.0,1
23096.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,13,0.926,0,3,0.0,4
11995.0,1.0,0.0,2.0,0.0,21.0,6.0,0.0,3.0,13,0.926,1,12,0.0,1
20963.0,2.0,0.0,3.0,0.0,5.0,4.0,0.0,2.0,64,0.624,1,65,1.0,0
30818.0,1.0,1.0,1.0,1.0,9.0,3.0,0.0,0.0,13,0.926,0,122,0.0,0
25741.0,1.0,0.0,2.0,0.0,9.0,2.0,0.0,2.0,5,0.92,1,55,0.0,4
13289.0,1.0,0.0,2.0,0.0,12.0,6.0,0.0,2.0,4,0.804,1,103,0.0,1
25568.0,1.0,0.0,0.0,2.0,5.0,4.0,3.0,0.0,5,0.92,0,44,0.0,0
21190.0,1.0,0.0,2.0,0.0,12.0,3.0,0.0,2.0,122,0.915,1,20,0.0,0
27903.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,64,0.624,0,99,1.0,0
904.0,1.0,2.0,1.0,1.0,5.0,2.0,0.0,1.0,101,0.754,0,42,0.0,2
28519.0,1.0,0.0,3.0,0.0,21.0,6.0,0.0,1.0,48,0.91,1,34,1.0,2
5851.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,64,0.624,1,17,0.0,2
10649.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,64,0.624,1,41,1.0,4
9241.0,1.0,0.0,2.0,0.0,11.0,1.0,0.0,3.0,94,0.802,1,10,0.0,0
17237.0,1.0,1.0,3.0,0.0,19.0,5.0,0.0,5.0,13,0.926,0,13,1.0,1
8941.0,1.0,1.0,2.0,0.0,10.0,6.0,0.0,3.0,51,0.903,1,4,0.0,0
31275.0,1.0,0.0,2.0,0.0,16.0,4.0,0.0,2.0,5,0.92,1,11,1.0,2
28157.0,1.0,0.0,2.0,0.0,16.0,1.0,0.0,3.0,5,0.92,1,7,0.0,1
19268.0,1.0,0.0,2.0,0.0,16.0,1.0,0.0,1.0,5,0.92,0,113,0.0,3
658.0,1.0,0.0,2.0,0.0,14.0,3.0,0.0,2.0,48,0.91,1,19,0.0,4
1619.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,5,0.92,0,12,1.0,3
14818.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,114,0.925,0,102,1.0,3
11147.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,1.0,5,0.92,1,114,0.0,1
1733.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,103,0.939,1,170,0.0,1
12644.0,1.0,1.0,2.0,0.0,7.0,6.0,0.0,1.0,116,0.698,0,196,0.0,4
251.0,1.0,0.0,3.0,0.0,9.0,5.0,0.0,1.0,5,0.92,1,36,1.0,4
29289.0,1.0,0.0,2.0,0.0,16.0,0.0,2.0,1.0,89,0.866,1,58,0.0,0
32933.0,1.0,0.0,2.0,0.0,17.0,2.0,0.0,5.0,48,0.91,1,34,0.0,3
17702.0,1.0,1.0,3.0,0.0,9.0,2.0,5.0,5.0,50,0.767,0,24,1.0,3
9219.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,2.0,64,0.624,1,264,0.0,3
6726.0,1.0,0.0,2.0,0.0,21.0,5.0,0.0,1.0,48,0.91,1,30,0.0,4
24232.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,85,0.8959999999999999,0,36,1.0,0
16325.0,1.0,2.0,2.0,0.0,10.0,1.0,5.0,1.0,116,0.698,1,64,0.0,0
20293.0,1.0,0.0,4.0,0.0,21.0,4.0,0.0,5.0,48,0.91,1,35,1.0,2
25206.0,1.0,0.0,2.0,0.0,21.0,0.0,0.0,2.0,70,0.939,1,149,0.0,2
15942.0,1.0,2.0,2.0,0.0,7.0,5.0,4.0,2.0,5,0.92,1,310,0.0,0
29559.0,1.0,0.0,2.0,0.0,15.0,2.0,0.0,2.0,5,0.92,1,55,0.0,0
19572.0,1.0,0.0,3.0,1.0,7.0,5.0,0.0,1.0,4,0.804,0,20,0.0,0
23987.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,43,0.698,0,55,1.0,0
2842.0,1.0,1.0,2.0,0.0,6.0,6.0,0.0,1.0,4,0.804,1,86,0.0,0
21365.0,1.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,116,0.698,0,23,1.0,2
31459.0,2.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,48,0.91,1,74,0.0,1
25296.0,1.0,1.0,2.0,0.0,2.0,5.0,2.0,2.0,101,0.754,1,52,0.0,0
15493.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,11,0.55,1,50,1.0,3
13489.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,13,0.926,0,49,0.0,1
18656.0,1.0,0.0,3.0,0.0,6.0,7.0,0.0,1.0,30,0.897,1,121,0.0,1
20462.0,1.0,0.0,3.0,0.0,21.0,3.0,1.0,4.0,64,0.624,1,20,1.0,3
30265.0,1.0,1.0,1.0,0.0,10.0,2.0,0.0,2.0,5,0.92,1,81,1.0,0
18789.0,1.0,0.0,3.0,0.0,7.0,5.0,0.0,1.0,11,0.55,1,70,0.0,0
16047.0,1.0,1.0,2.0,0.0,9.0,7.0,4.0,1.0,13,0.926,1,37,0.0,2
2750.0,1.0,0.0,2.0,0.0,17.0,5.0,0.0,2.0,48,0.91,1,92,0.0,1
16795.0,1.0,0.0,3.0,0.0,21.0,7.0,0.0,5.0,30,0.897,1,282,0.0,3
18281.0,1.0,0.0,2.0,2.0,16.0,4.0,2.0,1.0,114,0.925,1,28,0.0,2
23166.0,1.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,5,0.92,1,53,0.0,4
28621.0,1.0,0.0,2.0,5.0,11.0,4.0,0.0,1.0,64,0.624,1,21,1.0,1
24692.0,1.0,1.0,2.0,0.0,5.0,3.0,0.0,1.0,36,0.727,1,48,0.0,1
20212.0,1.0,0.0,2.0,0.0,21.0,2.0,0.0,5.0,5,0.92,1,151,0.0,3
10729.0,1.0,1.0,2.0,0.0,21.0,1.0,2.0,2.0,13,0.926,1,37,0.0,3
28367.0,1.0,0.0,2.0,0.0,16.0,3.0,0.0,1.0,5,0.92,1,25,1.0,2
29181.0,1.0,0.0,2.0,0.0,16.0,3.0,1.0,1.0,48,0.91,1,194,0.0,1
31720.0,1.0,2.0,2.0,0.0,11.0,2.0,0.0,1.0,15,0.743,1,28,0.0,1
29606.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,5.0,85,0.8959999999999999,0,10,0.0,4
26672.0,1.0,0.0,2.0,0.0,17.0,3.0,0.0,3.0,5,0.92,1,17,0.0,2
14565.0,1.0,0.0,3.0,0.0,12.0,2.0,0.0,1.0,112,0.923,1,105,0.0,0
19315.0,1.0,0.0,2.0,5.0,2.0,2.0,0.0,1.0,5,0.92,1,162,0.0,0
22101.0,1.0,1.0,2.0,0.0,7.0,3.0,1.0,3.0,5,0.92,0,4,1.0,3
11944.0,1.0,0.0,2.0,0.0,9.0,1.0,0.0,2.0,98,0.698,1,72,0.0,3
24939.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,64,0.624,0,56,1.0,3
24828.0,1.0,0.0,2.0,0.0,21.0,7.0,4.0,5.0,5,0.92,0,6,0.0,3
